SIGNAL,PHASING,PHASE,MOVEMENTS,DETECTORS
MOVEMENT,LINK,DIR,TO_LINK,PROTECTION
NB_RIGHT,5235,1,558,STOP_PERMIT
EB_LEFT,555,0,5236,PROTECTED
EB_THRU,555,0,558,PROTECTED
EB_RIGHT,555,0,5235,PROTECTED
549,1,2,5,
SB_THRU,7999,0,5236,PROTECTED
SB_RIGHT,7999,0,556,PROTECTED
NB_LEFT,5236,1,556,PERMITTED
NB_THRU,5236,1,7999,PROTECTED
WB_RIGHT,559,0,7999,STOP_PERMIT
549,1,3,4,
SB_RIGHT,7999,0,556,STOP_PERMIT
WB_LEFT,559,0,5236,PROTECTED
WB_THRU,559,0,556,PROTECTED
WB_RIGHT,559,0,7999,PROTECTED
549,1,1,2,
NB_LEFT,5236,1,556,PROTECTED
NB_THRU,5236,1,7999,PROTECTED
557,1,1,1,
EB_LEFT,6006,0,584,PROTECTED
557,1,2,2,
NB_LEFT,573,0,6006,PROTECTED
NB_THRU,573,0,584,PROTECTED
558,1,2,5,
SB_THRU,8267,0,6006,PROTECTED
SB_RIGHT,8267,0,574,PROTECTED
WB_LEFT,6006,1,574,PERMITTED
WB_THRU,6006,1,8267,PROTECTED
SB_RIGHT,585,0,8267,STOP_PERMIT
558,1,3,4,
SB_RIGHT,8267,0,574,STOP_PERMIT
SB_LEFT,585,0,6006,PROTECTED
SB_THRU,585,0,574,PROTECTED
SB_RIGHT,585,0,8267,PROTECTED
558,1,1,2,
WB_LEFT,6006,1,574,PROTECTED
WB_THRU,6006,1,8267,PROTECTED
560,1,1,1,
EB_LEFT,54703,0,575,PROTECTED
560,1,2,2,
NB_LEFT,578,0,54703,PROTECTED
NB_THRU,578,0,575,PROTECTED
563,1,1,2,
WB_LEFT,54703,1,580,PROTECTED
WB_THRU,54703,1,54702,PROTECTED
563,1,2,5,
WB_LEFT,54703,1,580,PERMITTED
WB_THRU,54703,1,54702,PROTECTED
SB_THRU,54702,0,54703,PROTECTED
SB_RIGHT,54702,0,580,PROTECTED
SB_RIGHT,54344,0,54702,STOP_PERMIT
563,1,3,4,
SB_RIGHT,54702,0,580,STOP_PERMIT
SB_LEFT,54344,0,54703,PROTECTED
SB_THRU,54344,0,580,PROTECTED
SB_RIGHT,54344,0,54702,PROTECTED
564,1,1,2,
NB_LEFT,54347,0,7991,PROTECTED
NB_THRU,54347,0,582,PROTECTED
564,1,2,3,
NB_LEFT,54347,0,7991,PERMITTED
NB_THRU,54347,0,582,PROTECTED
SB_RIGHT,582,1,7991,PROTECTED
564,1,3,2,
EB_LEFT,7991,1,582,PROTECTED
SB_RIGHT,582,1,7991,STOP_PERMIT
567,1,1,2,
NB_LEFT,5232,1,642,PROTECTED
NB_THRU,5232,1,589,PROTECTED
567,1,2,5,
NB_LEFT,5232,1,642,PERMITTED
NB_THRU,5232,1,589,PROTECTED
NB_RIGHT,648,0,589,STOP_PERMIT
WB_THRU,589,1,5232,PROTECTED
WB_RIGHT,589,1,642,PROTECTED
567,1,3,4,
NB_LEFT,648,0,5232,PROTECTED
NB_THRU,648,0,642,PROTECTED
NB_RIGHT,648,0,589,PROTECTED
WB_RIGHT,589,1,642,STOP_PERMIT
573,1,1,2,
EB_THRU,834,1,54766,PROTECTED
SB_RIGHT,830,0,834,STOP_PERMIT
573,1,2,2,
SB_LEFT,830,0,54766,PROTECTED
SB_RIGHT,830,0,834,PROTECTED
576,1,1,2,
EB_LEFT,759,0,761,PROTECTED
EB_THRU,759,0,595,PROTECTED
576,1,2,5,
EB_LEFT,759,0,761,PERMITTED
EB_THRU,759,0,595,PROTECTED
WB_THRU,595,1,759,PROTECTED
WB_RIGHT,595,1,761,PROTECTED
NB_RIGHT,593,0,595,STOP_PERMIT
576,1,3,4,
WB_RIGHT,595,1,761,STOP_PERMIT
NB_LEFT,593,0,759,PROTECTED
NB_THRU,593,0,761,PROTECTED
NB_RIGHT,593,0,595,PROTECTED
585,1,1,2,
EB_LEFT,983,1,600,PROTECTED
EB_THRU,983,1,974,PROTECTED
585,1,2,5,
EB_LEFT,983,1,600,PERMITTED
EB_THRU,983,1,974,PROTECTED
WB_THRU,976,0,983,PROTECTED
WB_RIGHT,976,0,600,PROTECTED
SB_RIGHT,600,0,983,STOP_PERMIT
585,1,3,3,
WB_RIGHT,976,0,600,STOP_PERMIT
SB_LEFT,600,0,974,PROTECTED
SB_RIGHT,600,0,983,PROTECTED
590,1,1,2,
NB_LEFT,670,0,668,PROTECTED
SB_LEFT,663,1,603,PROTECTED
590,1,2,8,
NB_LEFT,670,0,668,PERMITTED
NB_THRU,670,0,663,PROTECTED
NB_RIGHT,670,0,603,PROTECTED
EB_RIGHT,668,1,670,STOP_PERMIT
SB_LEFT,663,1,603,PERMITTED
SB_THRU,663,1,670,PROTECTED
SB_RIGHT,663,1,668,PROTECTED
WB_RIGHT,603,0,663,STOP_PERMIT
590,1,4,8,
NB_RIGHT,670,0,603,STOP_PERMIT
EB_LEFT,668,1,663,PERMITTED
EB_THRU,668,1,603,PROTECTED
EB_RIGHT,668,1,670,PROTECTED
SB_RIGHT,663,1,668,STOP_PERMIT
WB_LEFT,603,0,670,PERMITTED
WB_THRU,603,0,668,PROTECTED
WB_RIGHT,603,0,663,PROTECTED
590,1,3,2,
EB_LEFT,668,1,663,PROTECTED
WB_LEFT,603,0,670,PROTECTED
591,1,1,2,
NB_LEFT,5230,1,914,PROTECTED
NB_THRU,5230,1,604,PROTECTED
591,1,2,5,
NB_LEFT,5230,1,914,PERMITTED
NB_THRU,5230,1,604,PROTECTED
WB_RIGHT,902,0,604,STOP_PERMIT
SB_THRU,604,1,5230,PROTECTED
SB_RIGHT,604,1,914,PROTECTED
591,1,3,4,
WB_LEFT,902,0,5230,PROTECTED
WB_THRU,902,0,914,PROTECTED
WB_RIGHT,902,0,604,PROTECTED
SB_RIGHT,604,1,914,STOP_PERMIT
596,1,2,4,4|7|8
EB_THRU,58324,1,607,PROTECTED
WB_RIGHT,58318,0,607,STOP_PERMIT
WB_LEFT,607,0,58318,PERMITTED
WB_THRU,607,0,58324,PROTECTED
596,1,3,2,5|6
WB_LEFT,58318,0,58324,PROTECTED
WB_RIGHT,58318,0,607,PROTECTED
596,1,1,2,7|8
WB_LEFT,607,0,58318,PROTECTED
WB_THRU,607,0,58324,PROTECTED
601,1,1,2,
NB_LEFT,8020,0,960,PROTECTED
SB_LEFT,1005,1,611,PROTECTED
601,1,2,8,
NB_LEFT,8020,0,960,PERMITTED
NB_THRU,8020,0,1005,PROTECTED
NB_RIGHT,8020,0,611,PROTECTED
SB_LEFT,1005,1,611,PERMITTED
SB_THRU,1005,1,8020,PROTECTED
SB_RIGHT,1005,1,960,PROTECTED
EB_RIGHT,960,0,8020,STOP_PERMIT
WB_RIGHT,611,1,1005,STOP_PERMIT
601,1,4,8,
NB_RIGHT,8020,0,611,STOP_PERMIT
SB_RIGHT,1005,1,960,STOP_PERMIT
EB_LEFT,960,0,1005,PERMITTED
EB_THRU,960,0,611,PROTECTED
EB_RIGHT,960,0,8020,PROTECTED
WB_LEFT,611,1,8020,PERMITTED
WB_THRU,611,1,960,PROTECTED
WB_RIGHT,611,1,1005,PROTECTED
601,1,3,2,
EB_LEFT,960,0,1005,PROTECTED
WB_LEFT,611,1,8020,PROTECTED
603,1,1,2,
WB_LEFT,8015,0,8013,PROTECTED
EB_LEFT,612,1,964,PROTECTED
603,1,2,8,
WB_LEFT,8015,0,8013,PERMITTED
WB_THRU,8015,0,612,PROTECTED
WB_RIGHT,8015,0,964,PROTECTED
NB_RIGHT,8013,0,8015,STOP_PERMIT
SB_RIGHT,964,1,612,STOP_PERMIT
EB_LEFT,612,1,964,PERMITTED
EB_THRU,612,1,8015,PROTECTED
EB_RIGHT,612,1,8013,PROTECTED
603,1,4,8,
WB_RIGHT,8015,0,964,STOP_PERMIT
NB_LEFT,8013,0,612,PERMITTED
NB_THRU,8013,0,964,PROTECTED
NB_RIGHT,8013,0,8015,PROTECTED
SB_LEFT,964,1,8015,PERMITTED
SB_THRU,964,1,8013,PROTECTED
SB_RIGHT,964,1,612,PROTECTED
EB_RIGHT,612,1,8013,STOP_PERMIT
603,1,3,2,
NB_LEFT,8013,0,612,PROTECTED
SB_LEFT,964,1,8015,PROTECTED
606,1,2,5,
EB_THRU,8019,0,959,PROTECTED
EB_RIGHT,8019,0,957,PROTECTED
WB_LEFT,959,1,957,PERMITTED
WB_THRU,959,1,8019,PROTECTED
SB_RIGHT,613,0,8019,STOP_PERMIT
606,1,3,4,
EB_RIGHT,8019,0,957,STOP_PERMIT
SB_LEFT,613,0,959,PROTECTED
SB_THRU,613,0,957,PROTECTED
SB_RIGHT,613,0,8019,PROTECTED
606,1,1,2,
WB_LEFT,959,1,957,PROTECTED
WB_THRU,959,1,8019,PROTECTED
607,1,1,2,
EB_LEFT,7502,0,673,PROTECTED
WB_LEFT,674,1,5125,PROTECTED
607,1,2,8,
EB_LEFT,7502,0,673,PERMITTED
EB_THRU,7502,0,674,PROTECTED
EB_RIGHT,7502,0,5125,PROTECTED
NB_RIGHT,5125,1,674,STOP_PERMIT
WB_LEFT,674,1,5125,PERMITTED
WB_THRU,674,1,7502,PROTECTED
WB_RIGHT,674,1,673,PROTECTED
SB_RIGHT,673,1,7502,STOP_PERMIT
607,1,4,8,
EB_RIGHT,7502,0,5125,STOP_PERMIT
NB_LEFT,5125,1,7502,PERMITTED
NB_THRU,5125,1,673,PROTECTED
NB_RIGHT,5125,1,674,PROTECTED
WB_RIGHT,674,1,673,STOP_PERMIT
SB_LEFT,673,1,674,PERMITTED
SB_THRU,673,1,5125,PROTECTED
SB_RIGHT,673,1,7502,PROTECTED
607,1,3,2,
NB_LEFT,5125,1,7502,PROTECTED
SB_LEFT,673,1,674,PROTECTED
620,1,2,5,
NB_THRU,5127,1,5126,PROTECTED
NB_RIGHT,5127,1,632,PROTECTED
SB_LEFT,5126,0,632,PERMITTED
SB_THRU,5126,0,5127,PROTECTED
EB_RIGHT,629,0,5127,STOP_PERMIT
620,1,3,4,
NB_RIGHT,5127,1,632,STOP_PERMIT
EB_LEFT,629,0,5126,PROTECTED
EB_THRU,629,0,632,PROTECTED
EB_RIGHT,629,0,5127,PROTECTED
620,1,1,2,
SB_LEFT,5126,0,632,PROTECTED
SB_THRU,5126,0,5127,PROTECTED
622,1,2,5,
SB_THRU,7503,0,5126,PROTECTED
SB_RIGHT,7503,0,633,PROTECTED
NB_LEFT,5126,1,633,PERMITTED
NB_THRU,5126,1,7503,PROTECTED
WB_RIGHT,623,0,7503,STOP_PERMIT
622,1,3,4,
SB_RIGHT,7503,0,633,STOP_PERMIT
WB_LEFT,623,0,5126,PROTECTED
WB_THRU,623,0,633,PROTECTED
WB_RIGHT,623,0,7503,PROTECTED
622,1,1,2,
NB_LEFT,5126,1,633,PROTECTED
NB_THRU,5126,1,7503,PROTECTED
627,1,1,1,
SB_LEFT,5231,0,641,PROTECTED
627,1,2,2,
EB_LEFT,645,0,5231,PROTECTED
EB_THRU,645,0,641,PROTECTED
630,1,1,1,
SB_LEFT,5232,0,647,PROTECTED
630,1,2,2,
EB_LEFT,643,0,5232,PROTECTED
EB_THRU,643,0,647,PROTECTED
631,1,2,5,
SB_THRU,8007,0,5231,PROTECTED
SB_RIGHT,8007,0,646,PROTECTED
NB_LEFT,5231,1,646,PERMITTED
NB_THRU,5231,1,8007,PROTECTED
WB_RIGHT,644,0,8007,STOP_PERMIT
631,1,3,4,
SB_RIGHT,8007,0,646,STOP_PERMIT
WB_LEFT,644,0,5231,PROTECTED
WB_THRU,644,0,646,PROTECTED
WB_RIGHT,644,0,8007,PROTECTED
631,1,1,2,
NB_LEFT,5231,1,646,PROTECTED
NB_THRU,5231,1,8007,PROTECTED
632,1,2,5,
SB_THRU,54764,1,5233,PROTECTED
SB_RIGHT,54764,1,649,PROTECTED
NB_LEFT,5233,1,649,PERMITTED
NB_THRU,5233,1,54764,PROTECTED
NB_RIGHT,652,0,54764,STOP_PERMIT
632,1,3,4,
SB_RIGHT,54764,1,649,STOP_PERMIT
NB_LEFT,652,0,5233,PROTECTED
NB_THRU,652,0,649,PROTECTED
NB_RIGHT,652,0,54764,PROTECTED
632,1,1,2,
NB_LEFT,5233,1,649,PROTECTED
NB_THRU,5233,1,54764,PROTECTED
633,1,1,1,
SB_LEFT,5233,0,651,PROTECTED
633,1,2,2,
EB_LEFT,650,0,5233,PROTECTED
EB_THRU,650,0,651,PROTECTED
634,1,1,3,
EB_THRU,54811,0,6141,PROTECTED
EB_RIGHT,54811,0,6217,PROTECTED
NB_RIGHT,6217,1,6141,STOP_PERMIT
634,1,2,2,
EB_RIGHT,54811,0,6217,STOP_PERMIT
NB_RIGHT,6217,1,6141,PROTECTED
640,1,1,2,
SB_LEFT,54768,1,834,PROTECTED
SB_THRU,54768,1,54762,PROTECTED
640,1,2,5,
SB_LEFT,54768,1,834,PERMITTED
SB_THRU,54768,1,54762,PROTECTED
NB_THRU,54762,1,54768,PROTECTED
NB_RIGHT,54762,1,834,PROTECTED
WB_RIGHT,834,0,54768,STOP_PERMIT
640,1,3,3,
NB_RIGHT,54762,1,834,STOP_PERMIT
WB_LEFT,834,0,54762,PROTECTED
WB_RIGHT,834,0,54768,PROTECTED
641,1,2,5,
SB_THRU,54762,0,828,PROTECTED
SB_RIGHT,54762,0,8001,PROTECTED
NB_RIGHT,8001,0,828,STOP_PERMIT
NB_LEFT,828,1,8001,PERMITTED
NB_THRU,828,1,54762,PROTECTED
641,1,3,3,
SB_RIGHT,54762,0,8001,STOP_PERMIT
NB_LEFT,8001,0,54762,PROTECTED
NB_RIGHT,8001,0,828,PROTECTED
641,1,1,2,
NB_LEFT,828,1,8001,PROTECTED
NB_THRU,828,1,54762,PROTECTED
642,1,1,1,
EB_THRU,6142,0,54808,PROTECTED
642,1,2,1,
EB_THRU,6141,0,54808,PROTECTED
643,1,1,4,
EB_THRU,58434,1,58433,PROTECTED
WB_THRU,58433,0,58434,PROTECTED
WB_RIGHT,58433,0,672,PROTECTED
NB_RIGHT,693,0,58433,STOP_PERMIT
643,1,2,3,
WB_RIGHT,58433,0,672,STOP_PERMIT
NB_THRU,693,0,672,PROTECTED
NB_RIGHT,693,0,58433,PROTECTED
644,1,2,5,
WB_THRU,8012,0,6274,PROTECTED
WB_RIGHT,8012,0,704,PROTECTED
EB_LEFT,6274,1,704,PERMITTED
EB_THRU,6274,1,8012,PROTECTED
NB_RIGHT,672,0,8012,STOP_PERMIT
644,1,3,4,
WB_RIGHT,8012,0,704,STOP_PERMIT
NB_LEFT,672,0,6274,PROTECTED
NB_THRU,672,0,704,PROTECTED
NB_RIGHT,672,0,8012,PROTECTED
644,1,1,2,
EB_LEFT,6274,1,704,PROTECTED
EB_THRU,6274,1,8012,PROTECTED
645,1,1,2,
EB_LEFT,58433,1,8011,PROTECTED
WB_LEFT,58432,0,673,PROTECTED
645,1,2,8,
EB_LEFT,58433,1,8011,PERMITTED
EB_THRU,58433,1,58432,PROTECTED
EB_RIGHT,58433,1,673,PROTECTED
WB_LEFT,58432,0,673,PERMITTED
WB_THRU,58432,0,58433,PROTECTED
WB_RIGHT,58432,0,8011,PROTECTED
SB_RIGHT,8011,1,58433,STOP_PERMIT
NB_RIGHT,673,0,58432,STOP_PERMIT
645,1,4,8,
EB_RIGHT,58433,1,673,STOP_PERMIT
WB_RIGHT,58432,0,8011,STOP_PERMIT
SB_LEFT,8011,1,58432,PERMITTED
SB_THRU,8011,1,673,PROTECTED
SB_RIGHT,8011,1,58433,PROTECTED
NB_LEFT,673,0,58433,PERMITTED
NB_THRU,673,0,8011,PROTECTED
NB_RIGHT,673,0,58432,PROTECTED
645,1,3,2,
SB_LEFT,8011,1,58432,PROTECTED
NB_LEFT,673,0,58433,PROTECTED
648,1,1,1,
WB_LEFT,58434,0,690,PROTECTED
648,1,2,2,
SB_LEFT,675,0,58434,PROTECTED
SB_THRU,675,0,690,PROTECTED
654,1,1,2,
EB_LEFT,5229,1,679,PROTECTED
EB_THRU,5229,1,764,PROTECTED
654,1,2,5,
EB_LEFT,5229,1,679,PERMITTED
EB_THRU,5229,1,764,PROTECTED
NB_RIGHT,767,0,764,STOP_PERMIT
WB_THRU,764,0,5229,PROTECTED
WB_RIGHT,764,0,679,PROTECTED
654,1,3,4,
NB_LEFT,767,0,5229,PROTECTED
NB_THRU,767,0,679,PROTECTED
NB_RIGHT,767,0,764,PROTECTED
WB_RIGHT,764,0,679,STOP_PERMIT
659,1,2,5,
EB_THRU,58432,1,5229,PROTECTED
EB_RIGHT,58432,1,763,PROTECTED
WB_LEFT,5229,0,763,PERMITTED
WB_THRU,5229,0,58432,PROTECTED
SB_RIGHT,682,0,58432,STOP_PERMIT
659,1,3,4,
EB_RIGHT,58432,1,763,STOP_PERMIT
SB_LEFT,682,0,5229,PROTECTED
SB_THRU,682,0,763,PROTECTED
SB_RIGHT,682,0,58432,PROTECTED
659,1,1,2,
WB_LEFT,5229,0,763,PROTECTED
WB_THRU,5229,0,58432,PROTECTED
662,1,1,2,
EB_LEFT,6105,1,685,PROTECTED
EB_THRU,6105,1,684,PROTECTED
662,1,2,5,
EB_LEFT,6105,1,685,PERMITTED
EB_THRU,6105,1,684,PROTECTED
NB_RIGHT,687,0,684,STOP_PERMIT
WB_THRU,684,1,6105,PROTECTED
WB_RIGHT,684,1,685,PROTECTED
662,1,3,4,
NB_LEFT,687,0,6105,PROTECTED
NB_THRU,687,0,685,PROTECTED
NB_RIGHT,687,0,684,PROTECTED
WB_RIGHT,684,1,685,STOP_PERMIT
666,1,1,1,
WB_LEFT,6105,0,688,PROTECTED
666,1,2,2,
SB_LEFT,686,0,6105,PROTECTED
SB_THRU,686,0,688,PROTECTED
672,1,2,5,
NB_THRU,7510,0,5985,PROTECTED
NB_RIGHT,7510,0,742,PROTECTED
SB_LEFT,5985,0,742,PERMITTED
SB_THRU,5985,0,7510,PROTECTED
EB_RIGHT,695,0,7510,STOP_PERMIT
672,1,3,4,
NB_RIGHT,7510,0,742,STOP_PERMIT
EB_LEFT,695,0,5985,PROTECTED
EB_THRU,695,0,742,PROTECTED
EB_RIGHT,695,0,7510,PROTECTED
672,1,1,2,
SB_LEFT,5985,0,742,PROTECTED
SB_THRU,5985,0,7510,PROTECTED
673,1,1,3,
SB_THRU,58329,0,696,PROTECTED
SB_RIGHT,58329,0,726,PROTECTED
EB_RIGHT,726,0,696,STOP_PERMIT
673,1,2,4,
SB_RIGHT,58329,0,726,STOP_PERMIT
WB_THRU,734,1,726,PROTECTED
EB_THRU,726,0,734,PROTECTED
EB_RIGHT,726,0,696,PROTECTED
677,1,1,1,
NB_LEFT,5990,0,3690,PROTECTED
677,1,2,2,
WB_LEFT,3689,0,5990,PROTECTED
WB_THRU,3689,0,3690,PROTECTED
688,1,1,1,
WB_LEFT,6274,0,708,PROTECTED
688,1,2,2,
SB_LEFT,705,0,6274,PROTECTED
SB_THRU,705,0,708,PROTECTED
696,1,1,1,
NB_THRU,725,0,737,PROTECTED
696,1,2,1,
NB_THRU,719,0,737,PROTECTED
698,1,1,1,
NB_THRU,736,0,729,PROTECTED
698,1,2,1,
SB_THRU,721,0,730,PROTECTED
700,1,1,2,1
NB_RIGHT,54747,0,734,PROTECTED
NB_THRU,54747,0,728,PROTECTED
700,1,2,2,2
NB_RIGHT,54747,0,734,STOP_PERMIT
EB_LEFT,734,0,728,PROTECTED
701,1,1,1,
EB_THRU,58330,0,58329,PROTECTED
701,1,2,1,
SB_THRU,730,0,58329,PROTECTED
704,1,1,2,
EB_LEFT,6282,0,6281,PROTECTED
EB_THRU,6282,0,6007,PROTECTED
704,1,2,4,
EB_LEFT,6282,0,6281,PERMITTED
EB_THRU,6282,0,6007,PROTECTED
WB_THRU,6007,0,6282,PROTECTED
WB_RIGHT,6007,0,6281,PROTECTED
712,1,1,1,
NB_LEFT,5985,1,744,PROTECTED
712,1,2,2,
WB_LEFT,743,0,5985,PROTECTED
WB_THRU,743,0,744,PROTECTED
720,1,2,5,
EB_THRU,8010,0,759,PROTECTED
EB_RIGHT,8010,0,760,PROTECTED
WB_LEFT,759,1,760,PERMITTED
WB_THRU,759,1,8010,PROTECTED
SB_RIGHT,756,0,8010,STOP_PERMIT
720,1,3,4,
EB_RIGHT,8010,0,760,STOP_PERMIT
SB_LEFT,756,0,759,PROTECTED
SB_THRU,756,0,760,PROTECTED
SB_RIGHT,756,0,8010,PROTECTED
720,1,1,2,
WB_LEFT,759,1,760,PROTECTED
WB_THRU,759,1,8010,PROTECTED
728,1,2,5,
SB_THRU,54963,0,54900,PROTECTED
SB_RIGHT,54963,0,54967,PROTECTED
NB_LEFT,54900,1,54967,PERMITTED
NB_THRU,54900,1,54963,PROTECTED
NB_RIGHT,54892,0,54963,STOP_PERMIT
728,1,3,4,
SB_RIGHT,54963,0,54967,STOP_PERMIT
NB_LEFT,54892,0,54900,PROTECTED
NB_THRU,54892,0,54967,PROTECTED
NB_RIGHT,54892,0,54963,PROTECTED
728,1,1,2,
NB_LEFT,54900,1,54967,PROTECTED
NB_THRU,54900,1,54963,PROTECTED
729,1,2,5,
NB_THRU,56294,1,54900,PROTECTED
NB_RIGHT,56294,1,56295,PROTECTED
SB_LEFT,54900,0,56295,PERMITTED
SB_THRU,54900,0,56294,PROTECTED
EB_RIGHT,54894,0,56294,STOP_PERMIT
729,1,3,4,
NB_RIGHT,56294,1,56295,STOP_PERMIT
EB_LEFT,54894,0,54900,PROTECTED
EB_THRU,54894,0,56295,PROTECTED
EB_RIGHT,54894,0,56294,PROTECTED
729,1,1,2,
SB_LEFT,54900,0,56295,PROTECTED
SB_THRU,54900,0,56294,PROTECTED
735,1,1,2,
SB_LEFT,793,1,774,PROTECTED
NB_LEFT,781,0,782,PROTECTED
735,1,2,8,
SB_LEFT,793,1,774,PERMITTED
SB_THRU,793,1,781,PROTECTED
SB_RIGHT,793,1,782,PROTECTED
EB_RIGHT,782,1,781,STOP_PERMIT
NB_LEFT,781,0,782,PERMITTED
NB_THRU,781,0,793,PROTECTED
NB_RIGHT,781,0,774,PROTECTED
WB_RIGHT,774,0,793,STOP_PERMIT
735,1,4,8,
SB_RIGHT,793,1,782,STOP_PERMIT
EB_LEFT,782,1,793,PERMITTED
EB_THRU,782,1,774,PROTECTED
EB_RIGHT,782,1,781,PROTECTED
NB_RIGHT,781,0,774,STOP_PERMIT
WB_LEFT,774,0,781,PERMITTED
WB_THRU,774,0,782,PROTECTED
WB_RIGHT,774,0,793,PROTECTED
735,1,3,2,
EB_LEFT,782,1,793,PROTECTED
WB_LEFT,774,0,781,PROTECTED
757,1,1,1,
NB_THRU,799,0,800,PROTECTED
757,1,2,1,
NB_THRU,798,0,800,PROTECTED
770,1,2,5,
EB_THRU,831,0,818,PROTECTED
EB_RIGHT,831,0,817,PROTECTED
WB_LEFT,818,1,817,PERMITTED
WB_THRU,818,1,831,PROTECTED
NB_RIGHT,817,1,818,STOP_PERMIT
770,1,3,3,
EB_RIGHT,831,0,817,STOP_PERMIT
NB_LEFT,817,1,831,PROTECTED
NB_RIGHT,817,1,818,PROTECTED
770,1,1,2,
WB_LEFT,818,1,817,PROTECTED
WB_THRU,818,1,831,PROTECTED
772,1,1,2,
WB_LEFT,6004,1,870,PROTECTED
WB_THRU,6004,1,818,PROTECTED
772,1,2,5,
WB_LEFT,6004,1,870,PERMITTED
WB_THRU,6004,1,818,PROTECTED
NB_RIGHT,870,1,6004,STOP_PERMIT
EB_THRU,818,0,6004,PROTECTED
EB_RIGHT,818,0,870,PROTECTED
772,1,3,3,
NB_LEFT,870,1,818,PROTECTED
NB_RIGHT,870,1,6004,PROTECTED
EB_RIGHT,818,0,870,STOP_PERMIT
786,1,1,6,
SB_LEFT,6002,0,891,PROTECTED
SB_LEFT,6002,0,892,PROTECTED
SB_RIGHT,6002,0,893,PROTECTED
NB_RIGHT,894,0,892,STOP_PERMIT
SB_RIGHT,827,0,6002,STOP_PERMIT
SB_RIGHT,825,0,6002,STOP_PERMIT
786,1,2,4,
SB_RIGHT,6002,0,893,STOP_PERMIT
NB_LEFT,894,0,6002,PROTECTED
NB_THRU,894,0,891,PROTECTED
NB_RIGHT,894,0,892,PROTECTED
786,1,3,2,
SB_THRU,827,0,893,PROTECTED
SB_RIGHT,827,0,6002,PROTECTED
786,1,4,2,
SB_THRU,825,0,893,PROTECTED
SB_RIGHT,825,0,6002,PROTECTED
790,1,1,2,
WB_LEFT,54699,1,5237,PROTECTED
SB_LEFT,828,0,5238,PROTECTED
790,1,2,8,
WB_LEFT,54699,1,5237,PERMITTED
WB_THRU,54699,1,828,PROTECTED
WB_RIGHT,54699,1,5238,PROTECTED
WB_RIGHT,5238,0,828,STOP_PERMIT
EB_RIGHT,5237,1,54699,STOP_PERMIT
SB_LEFT,828,0,5238,PERMITTED
SB_THRU,828,0,54699,PROTECTED
SB_RIGHT,828,0,5237,PROTECTED
790,1,4,8,
WB_RIGHT,54699,1,5238,STOP_PERMIT
WB_LEFT,5238,0,54699,PERMITTED
WB_THRU,5238,0,5237,PROTECTED
WB_RIGHT,5238,0,828,PROTECTED
EB_LEFT,5237,1,828,PERMITTED
EB_THRU,5237,1,5238,PROTECTED
EB_RIGHT,5237,1,54699,PROTECTED
SB_RIGHT,828,0,5237,STOP_PERMIT
790,1,3,2,
WB_LEFT,5238,0,54699,PROTECTED
EB_LEFT,5237,1,828,PROTECTED
794,1,1,2,
EB_LEFT,6345,1,838,PROTECTED
EB_THRU,6345,1,831,PROTECTED
794,1,2,5,
EB_LEFT,6345,1,838,PERMITTED
EB_THRU,6345,1,831,PROTECTED
NB_RIGHT,835,0,831,STOP_PERMIT
WB_THRU,831,1,6345,PROTECTED
WB_RIGHT,831,1,838,PROTECTED
794,1,3,4,
NB_LEFT,835,0,6345,PROTECTED
NB_THRU,835,0,838,PROTECTED
NB_RIGHT,835,0,831,PROTECTED
WB_RIGHT,831,1,838,STOP_PERMIT
795,1,2,5,
SB_THRU,54770,1,54768,PROTECTED
SB_RIGHT,54770,1,54764,PROTECTED
NB_LEFT,54768,0,54764,PERMITTED
NB_THRU,54768,0,54770,PROTECTED
NB_RIGHT,54764,0,54768,STOP_PERMIT
795,1,3,3,
SB_RIGHT,54770,1,54764,STOP_PERMIT
NB_LEFT,54764,0,54770,PROTECTED
NB_RIGHT,54764,0,54768,PROTECTED
795,1,1,2,
NB_LEFT,54768,0,54764,PROTECTED
NB_THRU,54768,0,54770,PROTECTED
797,1,1,2,
EB_LEFT,54800,0,5981,PROTECTED
EB_THRU,54800,0,2081,PROTECTED
797,1,2,1,
SB_LEFT,5981,0,2081,PROTECTED
799,1,1,1,
WB_LEFT,6345,0,836,PROTECTED
799,1,2,2,
SB_LEFT,839,0,6345,PROTECTED
SB_THRU,839,0,836,PROTECTED
808,1,1,3,
NB_LEFT,853,0,857,PROTECTED
NB_THRU,853,0,847,PROTECTED
WB_RIGHT,844,0,847,STOP_PERMIT
808,1,2,2,
WB_THRU,844,0,857,PROTECTED
WB_RIGHT,844,0,847,PROTECTED
811,1,1,1,
WB_LEFT,857,0,854,PROTECTED
811,1,2,1,
SB_THRU,846,0,854,PROTECTED
815,1,1,1,
EB_THRU,8816,0,852,PROTECTED
815,1,2,1,
NB_THRU,856,0,853,PROTECTED
822,1,1,1,
EB_LEFT,890,0,889,PROTECTED
822,1,2,2,
NB_LEFT,871,0,890,PROTECTED
NB_THRU,871,0,889,PROTECTED
823,1,2,5,
EB_THRU,8005,0,890,PROTECTED
EB_RIGHT,8005,0,872,PROTECTED
WB_LEFT,890,1,872,PERMITTED
WB_THRU,890,1,8005,PROTECTED
SB_RIGHT,888,0,8005,STOP_PERMIT
823,1,3,4,
EB_RIGHT,8005,0,872,STOP_PERMIT
